,df_name,accuracy,f1_score,precision_score,recall_score,r2_score,accuracy_with_range,f1_with_range,precision_with_range,recall_with_range,accuracy_with_bool
0,lableled_resnet_dublin_day,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.8567149895438273,1.0,1.0,1.0,1.0,0.6666666666666666
0,lableled_yolov3_dublin_day,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.47231772587105236,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.6
0,lableled_yolot_dublin_day,0.0,0.0,0.0,0.0,0.22163541629745154,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.3333333333333333
